FBgn	Symbol	FullName	Symbol_synonym(s)
FBgn0004406	PolG1	DNA polymerase gamma subunit 1	34Dc|AAC47658|BG:DS00941.6|CG8987|D-pol gamma-alpha|D-pol γ-α|DNApol-gamma|DNApol-γ|DNApol-gamma125|DNApol-γ125|DmPOLgammaA|DmPOLγA|DmPolgammaA|DmPolγA|MtPolA|POLG|POLGalpha|POLGα|Pol gamma|Pol γ|PolG|Polg|PolgA|Polgamma|Polγ|Polgamma-alpha|Polγ-α|Tam|anon-34Dc|br5|cDNA 2|l(2)34Dc|l(2)br14|l(2)br5|l(2)brS|mtDNA pol|mtPolA|pol gamma|pol γ|pol gamma-alpha|pol γ-α|polgamma|polγ|polgamma-alpha|polγ-α|tam
FBgn0004407	PolG2	DNA polymerase gamma subunit 2	BG:DS00941.9|CG33084|CG33650|CG8969|D-pol gamma-beta|D-pol γ-β|DNA pol-gam.35|DNApol-gamma|DNApol-γ|DNApol-gamma.35|DNApol-γ.35|DNApol-gamma35|DNApol-gamma35|DNApol-γ35|DNApolg-35|MtPolB|POLG|Pol gamma|Pol γ|PolG|Polg|Polgamma|Polγ|Polgamma-35|Polγ-35|Polgamma-beta|Polγ-β|br16|l(2)34De|l(2)br16|pol gamma-alpha|pol γ-α|pol gamma-beta|pol γ-β|pol gamma35|pol γ35|polgamma|polγ|polgamma-beta|polγ-β
FBgn0004408	tnk	tonock	
FBgn0004409	het-rep1	heterochromatic repeat 1	
FBgn0004410	het-rep2	heterochromatic repeat 2	
FBgn0004411	het-rep3	heterochromatic repeat 3	
FBgn0004414	msopa	male-specific opa containing gene	CG14560
FBgn0004419	me31B	maternal expression at 31B	CG4916|DDX6|Dhh1p/Me31b|DmRH3|ME31B|Mat31B|Me31B|Me31b|l(2)k06607|me31b
FBgn0004421	gustA	gustatory-defective A	gust-A|gust[x1]|gust[x1]|gust[x2]|gust[x2]
FBgn0004422	gustC	gustatory-defective C	gusB|gust[x2]|gust[x2]
FBgn0004423	gustD	gustatory-defective D	gust[x3]|gust[x3]|gust[x6]|gust[x6]
FBgn0004425	LysB	Lysozyme B	CG1179|Lys B|lysB
FBgn0004426	LysC	Lysozyme C	CG9111|CR9111|Lys C|lysC
FBgn0004427	LysD	Lysozyme D	CG9118|lysD
FBgn0004428	LysE	Lysozyme E	BcDNA:LP07339|CG1180|Lys E|lysE
FBgn0004429	LysP	Lysozyme P	CG9116|lysP
FBgn0004430	LysS	Lysozyme S	BcDNA:LP06719|CG1165|lysS
FBgn0004431	LysX	Lysozyme X	BcDNA:LP09906|CG9120|lysX
FBgn0004432	Cyp1	Cyclophilin 1	BcDNA:GM09255|CG9916|Cpy1|CyP-1|CyP1|Cyp-1|cyp-1|cyp1
FBgn0004435	Gαq	G protein α q subunit	CG17759|DGalpha[[q]]|DGα[[q]]|DGalphaq|DGαq|DGq|DGqalpha|DGqα|Dgq|DmGalpha[[q]]|DmGα[[q]]|Dromel_CG17759_galpha49b_mORF|G alpha 49B|G?q|GNAQ/11/14|G[[a]]q|G[[a]]q|G[[alphaq]]|G[[αq]]|G[[q]]|G[[q]]|G[[q]]alpha|G[[q]]α|G[[qalpha]]|G[[qα]]|G[q]|G[q]|Galpha|Galpha|Gα|Galpha49B|Galpha49B|Gα49B|Galpha49b|Galpha49b|Gα49b|Galpha[[q]]|Gα[[q]]|Galphaq|Galphaq|Gαq|Gaq|Gq|Gqa-3|Gqalpha|Gqalpha|Gqα|Gqalpha[[e]]|Gqα[[e]]|Gqalphae|Gqαe|Gqalpha{e}|Gqα{e}|dG[[alphaq]]|dG[[αq]]|dG[[q]]alpha|dG[[q]]α|dGaalpha|dGaα|dGq|dGqa-49b|dGqalpha|dGqα|dGqalpha-3|dGqalpha-49b|dGqα-49b|dgq|dgqalpha|dgqα|galpha49B|gα49B|sast
FBgn0004436	Ubc6	Ubiquitin conjugating enzyme 6	BcDNA:RE56673|CG2013|Dhr6|RAD6|Rad6|Rad6a|UBC6|UbcD6|Ubcd6|dRAD6|dRad6
FBgn0004437	pmst	pmst	PMST
FBgn0004449	Ten-m	Tenascin major	2017|5301|BcDNA:AT25108|CG11452|CG5723|CT16449|Odz|Ten-M|Ten-mc|Ten79E|Ten[m]|Ten[m]|l(3)00844|l(3)05301|l(3)05309|l(3)rJ307|l(3)rL201|l(3)rP126|odd(Oz)|odz|odz/ten-m|ten(m)|ten-m|ten-m/odz|ten[m]|ten[m]
FBgn0004450	stripes	stripes	str
FBgn0004455	DebC	Developmental embryonic C	Deb|Deb-C
FBgn0004456	mew	multiple edematous wings	CG1771|CT5254|Integrin alpha PS1|ItgaPS1|Mew|PS1|PS1alpha|PS1α|PSalpha1|PSα1|aPS1|alpha integrin|α integrin|alpha-PS1|alpha-PS1|α-PS1|alpha1Int|α1Int|alphaPS1|alphaPS1|αPS1|alpha[[PS1]]|α[[PS1]]|l(1)G0429|l(1)G0443
FBgn0004463	Polr3B	RNA polymerase III subunit B	C128|CG8344|DmRP128|RET1|RP128|RpIII128
FBgn0004465	Su(P)	Suppressor of ref(2)P sterility	CG4086
FBgn0004472	apo	altered pattern orientation	apo[S129]|apo[S129]
FBgn0004473	ant	antennaless	
FBgn0004475	art	aristatarsia	
FBgn0004476	Exh	Epoxide hydrolase	EH
FBgn0004477	l(1)air1	lethal aberrant immune response 1	air1|l(1)air[1]|l(1)air[1]
FBgn0004478	l(1)air2	lethal aberrant immune response 2	air2
FBgn0004479	l(1)air3	lethal aberrant immune response 3	
FBgn0004480	l(1)air5	lethal aberrant immune response 5	
FBgn0004481	l(1)air6	lethal aberrant immune response 6	air6|l(1)air[6]|l(1)air[6]
FBgn0004482	l(1)air9	lethal aberrant immune response 9	air9|l(1)air[9]|l(1)air[9]
FBgn0004483	l(1)air10	lethal aberrant immune response 10	air10
FBgn0004484	l(1)air11	lethal aberrant immune response 11	air11|l(1)air[11]|l(1)air[11]
FBgn0004485	l(1)air12	lethal aberrant immune response 12	
FBgn0004486	l(1)air13	lethal aberrant immune response 13	air13|l(1)air[13]|l(1)air[13]
FBgn0004487	l(1)air14	lethal aberrant immune response 14	
FBgn0004488	l(1)air15	lethal aberrant immune response 15	air15|l(1)air[15]|l(1)air[15]
FBgn0004490	don-giovanni	don giovanni	dg
FBgn0004492	DhpO	Dihydropterin oxidase	
FBgn0004494	Ether-resistant	Ether-resistant	Eth
FBgn0004495	exb	extreme bar	
FBgn0004496	fs(1)201	female sterile (1) 201	
FBgn0004497	fs(1)γb3	female sterile (1) γb3	
FBgn0004498	fs(1)γb4	female sterile (1) γb4	
FBgn0004499	fs(1)2448	female sterile (1) 2448	
FBgn0004500	fs(1)B4	female sterile (1) B4	
FBgn0004501	fs(1)γa6	female sterile (1) γa6	
FBgn0004502	fs(1)γa7	female sterile (1) γa7	
FBgn0004503	fs(1)γa8	female sterile (1) γa8	
FBgn0004505	fs(1)A5	female sterile (1) A5	
FBgn0004506	fs(1)K4	female sterile (1) K4	
FBgn0004507	GlyP	Glycogen phosphorylase	BcDNA:LD24485|CG7254|DGPH|GLP1|GP|Glp1|Glyp|PYGM|anon-WO0257455.33|glyP|l(2)k07918
FBgn0004509	Fur1	Furin 1	CG10772|Dfur1|Dfurin1|Furin|Furl|Klip1|dFur1|dFurin 1|dKLIP-1|fur-1|fur1|fur[1]|fur[1]|furin|l(3)rL205
FBgn0004510	Ets97D	Ets at 97D	CG6338|D-Elg|D-elg|DELG|Delg|Elg|Ets|d-elg|delg|elg|tne|tny
FBgn0004511	dy	dusky	CG9355|ala|dy1
FBgn0004512	Mdr49	Multi drug resistance 49	CG3879|Dm5|DmMdr49|MDR49|MDR5|Mes5|mdr49|mrd49
FBgn0004513	Mdr65	Multi drug resistance 65	CG10181|DmMdr65|MDR65|Mdr65A|P-glycoprotein|P-gp|mdr65
FBgn0004514	Oct-TyrR	Octopamine-Tyramine receptor	CG7485|DmTAR1|DmTyrR|Dmoct/tyr|DrmOTR|OA-R|OAR_DROME|OTR|OcR|Ocr|Oct/Tyr|OctoR1|OctyR99AB|TAR1|TYR|TyR|Tyr|Tyr-OctR|Tyr-dro|TyrR|hono|l(3)neo30|tar1
FBgn0004515	CR	Compensatory Response	cr|cr[+]|cr[+]
FBgn0004516	Gad1	Glutamic acid decarboxylase 1	CG14994|DGAD1|DGad1|GAD|GAD-1|GAD1|GAD[[1]]|GAD[[1]]|Gad|Glb|dGad1|dgad1|gad|gad1|l(3)64An|l(3)SH10
FBgn0004517	l(4)102ABd	lethal (4) 102ABd	l(4)1|l(4)27|l(4)28|l(4)30|l(4)32|l(4)Abd
FBgn0004519	l(4)102CDc	lethal (4) 102CDc	l(4)18|l(4)4|l(4)AM-2|l(4)PT-3
FBgn0004520	l(4)102CDd	lethal (4) 102CDd	l(4)5
FBgn0004521	l(4)102CDe	lethal (4) 102CDe	l(4)6|l(4)CDe|l(4)PT-1
FBgn0004522	l(4)102CDf	lethal (4) 102CDf	l(4)7|l(4)CDf
FBgn0004524	l(4)102EFa	lethal (4) 102EFa	l(4)1-JFC|l(4)9|l(4)BU-1
FBgn0004526	l(4)102CDi	lethal (4) 102CDi	l(4)14|l(4)26|l(4)CDi|l(4)ST-2
FBgn0004527	l(4)102CDj	lethal (4) 102CDj	l(4)15|l(4)CDj|l(4)MW-1|l(4)SLC-1|l(4)ST-4
FBgn0004528	l(4)102ABe	lethal (4) 102ABe	l(4)18|l(4)35
FBgn0004529	l(4)102CDk	lethal (4) 102CDk	l(4)21|l(4)ST-1
FBgn0004530	l(4)102CDl	lethal (4) 102CDl	l(4)22|l(4)AM-1
FBgn0004531	l(4)102CDb	lethal (4) 102CDb	l(4)23|l(4)AM-3
FBgn0004532	l(4)102ABh	lethal (4) 102ABh	l(4)25|l(4)ABh|l(4)ST-3
FBgn0004534	l(4)102ABf	lethal (4) 102ABf	l(4)20
FBgn0004535	l(4)102ABg	lethal (4) 102ABg	l(4)24
FBgn0004536	l(4)102ABi	lethal (4) 102ABi	l(4)26|l(4)ABi
FBgn0004538	l(4)102EFf	lethal (4) 102EFf	l(4)19
FBgn0004540	l(4)102EFd	lethal (4) 102EFd	l(4)39
FBgn0004542	l(4)102CDm	lethal (4) 102CDm	l(4)27|l(4)CDm
FBgn0004543	l(4)102CDn	lethal (4) 102CDn	l(4)28|l(4)CDn
FBgn0004544	l(4)102CDo	lethal (4) 102CDo	l(4)30|l(4)CDo
FBgn0004545	l(4)102CDp	lethal (4) 102CDp	l(4)31|l(4)CDp
FBgn0004546	l(4)102CDq	lethal (4) 102CDq	l(4)32|l(4)CDq
FBgn0004548	l(4)102CDt	lethal (4) 102CDt	l(4)35
FBgn0004549	l(4)102CDu	lethal (4) 102CDu	l(4)36
FBgn0004550	l(4)102CDv	lethal (4) 102CDv	l(4)37
FBgn0004552	Akh	Adipokinetic hormone	ADKH|AKH|AKH1|CG1171|Drm-AKH|DrmAKH|Hrth|akh|dAKH|dAkh
FBgn0004554	Edg91	Ecdysone-dependent gene 91	CG7539|EDG-91|EDG91
FBgn0004555	mosaic-wings	mosaic wings	mow
FBgn0004556	Dbp73D	Dead box protein 73D	CG9680|DBP73D|DDX51|DmRH7
FBgn0004557	Su(var)208	Suppressor of variegation 208	208
FBgn0004558	Su(var)307	Suppressor of variegation 307	307
FBgn0004559	Su(var)308	Suppressor of variegation 308	
FBgn0004561	Su(var)321	Suppressor of variegation 321	Su(var)231
FBgn0004563	l(3)63Bi	lethal (3) 63Bi	
FBgn0004564	l(3)63Bh	lethal (3) 63Bh	
FBgn0004565	l(3)63Da	lethal (3) 63Da	
FBgn0004567	slp2	sloppy paired 2	CG2939|Dmslp2|FD7|FoxG|SLP|Sloppy-paired|Slp|Slp2|slp
FBgn0004569	aos	argos	Aos|Argos|CG4531|DmAos|aos|arg|argos|gil|l(3)05845|l(3)05959|l(3)j5E11|l(3)rJ472|l(3)rJ812|l(3)rQ526|rlt|sty
FBgn0004570	blnd	bland	
FBgn0004573	5-HT7	5-hydroxytryptamine (serotonin) receptor 7	5-HT-7|5-HT-dro|5-HT-dro1|5-HT2A|5-HT7Dro|5-HT[7]Dro|5-HT[7]Dro|5-HT[[7Dro]]|5-HT[[7Dro]]|5-HT[[7]]|5-HT[[7]]|5-HT[[7]]Dro|5-HT[[7]]Dro|5-HT[[dro1]]|5-HT[[dro1]]|5-HTdro1|5HT-7|5HT-R1|5HT-dro|5HT-dro1|5HT7|5HT[[7Dro]]|5HT[[7Dro]]|5htdror|CG12073|DRO1|Dm5-HT7|Dm5-HT[[7]]|Dm5-HT[[7]]|Dm5HTdro1|HT7
FBgn0004574	Rop	Ras opposite	CG15811|ROP|SEC1|Unc18|cs1|l(3)64Ah|l(3)SH16|ras2|rop|rop(Sec1)|sec1
FBgn0004575	Syn	Synapsin	CG3985|Dsyn-1|SYN|SYN1|SYN2|Synapsin|syn|synapsin
FBgn0004576	Pig2	Pre-intermoult gene 2	Pig-2|pig2
FBgn0004577	Pxd	Peroxidase	CG3477|DmPO|Dpxd|PO
FBgn0004578	l(3)hem	lethal (3) hematopoiesis missing	l-(3)hem
FBgn0004580	Cbp53E	Calbindin 53E	CALB2|CALB2/calretinin|CG6702|Calb|Cbp33|DCBP|Dcbp|Dcp|cbn|cbp53E
FBgn0004581	bgcn	benign gonial cell neoplasm	BGCN|Bgcn|CG10330|CG10331|CG30170|PNBP|b(2)cgn|b(2)gcn|bcgn|ben(2)gcn|cg10331|fs(2)eo-C|fs(2)eo6|fs(2)eoQS2|gcn|pep
FBgn0004583	ex	expanded	1270|CG4114|EX|Ex|Expanded|Frmd6|brl|exp|expanded|l(2)01270|l(2)ey
FBgn0004584	Rrp1	Recombination repair protein 1	3178|APEX1|CG3178|RRP1|RRP1_DROME|Rrp-1|rrp
FBgn0004587	B52	B52	B52/SRp55|B52/dSRp55|CG10851|E(Dfd)|E726|MabB52|RRM8|RSp55|Rbp8|SR55|SRSF6|SRp55|dSRp55|l(3)s2249|rrm8
FBgn0004588	Eig71Ea	Ecdysone-induced gene 71Ea	CG16931|I|L71|L71-1|gene I|gene-I
FBgn0004589	Eig71Eb	Ecdysone-induced gene 71Eb	CG7355|II|L71|L71-2|gene II|gene-II
FBgn0004590	Eig71Ec	Ecdysone-induced gene 71Ec	CG7608|Eig 71Ec|III|L71|L71-3|LP11175p|gene III|gene-III
FBgn0004591	Eig71Ed	Ecdysone-induced gene 71Ed	BcDNA:LP04160|CG7350|Eig 71Ed|IV|L71|L71-4|gene IV|gene-IV
FBgn0004592	Eig71Ee	Ecdysone-induced gene 71Ee	CG7604|I71-7|L71|L71-7|VII|eig71Ee|gene VII|gene-VII|gp150
FBgn0004593	Eig71Ef	Ecdysone-induced gene 71Ef	CG7599|EIG71-EF|L71|L71-5|V|gene V|gene-V
FBgn0004594	Eig71Eg	Ecdysone-induced gene 71Eg	CG7336|L71|L71-6|VI|eig71Eg|gene VI|gene-VI
FBgn0004595	pros	prospero	0244/09|0320/10|0441/16|0451/09|0563/18|0585/13|0664/07|0671/02|0763/13|0989/01|1135/07|1135/09|1167/13|1316/02|671/2|BcDNA:HL08040|CG17228|DMPROSPER|DROPROSA|PROS|PROS-1|PROS-2|Pro|Pros|Prosp|Prospero|Voila|anon-WO0140519.15|l(3)10419|l(3)j12C8|l(3)j6E2|l(3)rH013|l(3)rI160|l(3)rJ806|l(3)rK137|l(3)rK204|l(3)rL433|l(3)rO534|pro|prosp|voila
FBgn0004597	CycC	Cyclin C	CCNC|CG1C_DROME|CG7281|CYCC|Cln3|Cyc-C|Cyclin C|DmcycC|SRB11|cycC|cyclinC|dCycC|dTRAP33
FBgn0004598	Fur2	Furin 2	154521_at|CG18734|CG4235|DMH#11|Dfur2|Dfurin2|FUR2|Furin|fur2|furin
FBgn0004606	zfh1	Zn finger homeodomain 1	CG1322|ZFH-1|ZFH1|ZFh1|Zfh-1|Zfh1|Zfh1a|l(3)00865|zfh-1|zfl-1|zhf1
FBgn0004607	zfh2	Zn finger homeodomain 2	CG1449|ZFH-2|ZFH2|Zfh-2|Zfh2|zfh-2
FBgn0004608	fur	fused rhabdomeres	
FBgn0004609	NaDg	β N-acetyl D-glucosaminidase	GlcNAc'ase|HEXOS-1
FBgn0004610	NaDh	β N-acetyl D-hexosaminidase	
FBgn0004611	Plc21C	Phospholipase C at 21C	CG4574|PLC|PLC-21|PLC-21C|PLC21C|PLC21c|PLC[[Beta]]|PLC[[Β]]|Plc21|Plc21c|Plcbeta21C|Plcβ21C|plc-21|plc21|plc21C|plc21c|plcbeta21c|plcβ21c
FBgn0004613	Walker	Walker	Wk
FBgn0004614	Adv	Additional veins	
FBgn0004618	gl	glass	CG7672|E(sina)5|Gl|Gla|Glass|SS3-2|SY3-3|gla|glass|none|rh
FBgn0004619	GluRIA	Glutamate receptor IA	CG8442|DGluR-I|DGluR-IA|DGluRI|DmelGlu-R1|Dro GluRIA|Glu-R1|Glu-RI|GluR1|GluR1A|GluRI|GluRIA|GluRIIA|dGluRI|dglur-IA
FBgn0004620	GluRIIA	Glutamate receptor IIA	CG6992|D-GluRIIA|DGluR-II|DGluR-IIA|DGluR2a|DGluRIIA|DGluRIIa|DgluRII|DmelGluRIIA|Glu-RII|Glu-RIIA|GluR|GluR-IIA|GluR2|GluR2a|GluRII|GluRII-A|GluRIIa|GluR[[IIa]]|GluR[[IIa]]|GlurIIA|dGluRII|dGluRIIA|dglur-IIA|dglurIIA|gluIIA|gluRIIA|glurIIA|gluriia
FBgn0004621	l(2)hs	lethal heat-sensitive	
FBgn0004622	TkR99D	Tachykinin-like receptor at 99D	CG7887|DTKR|DmTRPR|Dtkr|TAKR|TAKR99D|TKR99D|TLR2_DROME|Tak-r|TakR99D|Takr99D|anon-WO0131005.11|anon-WO0131005.9|dtkr|l(3)s2222
FBgn0004623	Gβ76C	G protein β-subunit 76C	CG8770|DGqbeta|DGqβ|G[[beta76C]]|G[[β76C]]|G[[beta]]|G[[β]]|G[[beta]]e|G[[β]]e|G[q]|G[q]|Galpha76C|Gbe|Gbeta|Gβ|Gbeta76C|Gbeta76c|Gbeta76c|Gβ76c|Gbeta[[e]]|Gβ[[e]]|Gbetae|Gβe|Gbeta{e}|Gβ{e}|Gqbeta|Gqβ|Gqbetae|Gqβe|eGbeta|eGβ|eye Gbeta|eye Gβ|gbe
FBgn0004628	CabP23	Calcium-binding protein 23kD	
FBgn0004629	Cys	Cystatin-like	BcDNA:RH72992|CG8050|anon-EST:Liang-2.34|clone 2.34|cys
FBgn0004633	CAT-repeat	CAT repeat	
FBgn0004635	rho	rhomboid	CG1004|DMRHO|DMRHOa|DMRHOb|DRORHO|DmRho1|Dmel\rho|Dmrho|RHO|RHOb|Rho|Rho-1|Rho1|Ve|iks|rho-1|rho1|rhom|rhomboid/veinlet|ve
FBgn0004636	Rap1	Rap1 GTPase	BEST:GH18528|C-ras3|CG1956|D-Rap1|DRap|DRap1|Dras3|Dras62B|E(faf)|EC3-7|FCG-C|P08645|R|RAP1|Rap|Rap1|Ras3|RasIII|l(3)62Bf|l(3)R|rap1|ras 3|ras3
FBgn0004638	drk	downstream of receptor kinase	24/1|CG6033|DRK|Drk|Drk/Grb2|E(sev)2B|GRB2|Grb-2|Grb/drk|Grb2|Grb2/drk|P1112|Su(sev)R1|crkl|downstream of receptor kinase|l(2)10626|l(2)k13809
FBgn0004641	E(sev)3D	Enhancer of sevenless 3D	H214
FBgn0004643	Zw10	Zeste-white 10	CG9900|Dsl1|EG:BACR7C10.3|Mit(1)15|ZW-10|ZW10|Zw10|abe|dZW10|l(1)3Af|l(1)6-99|l(1)zw10|mit(1)15|mit(l)15|zw-10|zw10
FBgn0004644	hh	hedgehog	CG4637|Dmhh|HH|Hg|Hh|Mir|Mrt|anon-WO0134654.19|anon-WO0182946.19|bar|bar-3|bar3|hg|l(3)hh|l(3)neo56|l(3)neo57
FBgn0004646	ogre	optic ganglion reduced	CB8|CG3039|Dm-inx1|FBpp0070995|Inx1|Ogre|cb-8|inx-1|inx1|jnL3|l(1)6Ec|l(1)jnL3|l(1)ogre
FBgn0004647	N	Notch	1.1|16-178|16-55|Ax|CG3936|CT13012|Chp|Co|EG:140G11.1|EG:163A10.2|NECD|NICD|Nicd|Notch|RICN|anon-EST:Liang-1.12|clone 1.12|co|dNotch|fa|l(1)3Cb|l(1)Ax|l(1)N|n[fah]|n[fah]|nd|notch|shd|spl|swb
FBgn0004648	svr	silver	CG18503|CG32818|CG4122|CP|CPD|CpepE|CypD|EG:171D11.3|EP(X)0356|cc|dwp|l(1)1Bd|poi|slv
FBgn0004649	yl	yolkless	CG1372|CT3114|DmYPR|LR13|YL|Yl|fs(1)148|fs(1)5|fs(1)A148|fs(1)K184|fs(1)L186|fs(1)L193|fs(1)L196|fs(1)L211|fs(1)M205|fs(1)M25|fs(1)yl|fs(1)yolkless
FBgn0004650	fs(1)N	female sterile (1) Nasrat	371|8D8.1|CG11411|EG:8D8.1|Fs(1)N|Nas|fs(1)A371|fs(1)K1540|fs(1)M6|fs(1)Nas|fs(1)Nasrat|fs(1)[nas]|fs(1)[nas]|nas
FBgn0004651	Fs(2)M	Female sterile of Meyer	Fs|Fs(2)D-M
FBgn0004652	fru	fruitless	BTB-VI|BtbVI|CG14307|CG7688|CG7689|CG7690|CT22773|Dmfru|FRU|FRU-PI|Fru|cg7688|cg7689|fruC|fruitless|fry|fty|ms(3)06411|sat
FBgn0004653	Fs(1)10A	Female sterile (1) 10A	hfs
FBgn0004654	Pgd	Phosphogluconate dehydrogenase	6-PGD|6-Pgd|6-pgd|6PGD|6PGDH|6Pgd|6Pgdh|6pgdh|A7|CG3724|EG:87B1.4|N1|PGD|Pdg|l(1)2Dc|l(1)2De|l(1)A7|l(1)G0385|l(1)N1|l(1)N3[90]|l(1)N3[90]|l(1)Pgd|l(1)Pgd-A|l35|pgd
FBgn0004655	wapl	wings apart-like	C204|CG3707|EG:87B1.2|N2|RNA D|RNAD|WAPL|Wapl|l(1)2Dd|l(1)2Df|l(1)C204|l(1)N2|l(1)N5[72]|l(1)N5[72]|l74|pasc|wap
FBgn0004656	fs(1)h	female sterile (1) homeotic	Brd4|CG2252|FSH|FSH-S|Fs(1)h|Fs(1)h-L|Fs(1)h/Brd4|Fs(1)hL|Fs(1)hS|Fsh|N72|ORE-1|anon-EST:Liang-1.81|anon-EST:fe1G2|clone 1.81|dBRD4|fs(1)1456|fs(1)26/26A|fs(1)M16|fs(1)R10.4|fs[1]h|fsh|fst(1)h|l(1)7Da|l(1)G0093|l(1)G0495|rnc
FBgn0004657	mys	myospheroid	BetaPS|ΒPS|BetaPS-Int|ΒPS-Int|CG1560|CT40473|EM28|Integrin beta|ItgbPS|MAb6G11|Mys|PS|PS[[beta]]|PS[[β]]|PSbeta|PSβ|bPS|b[[PS]]|b[[PS]]|beta integrin|β integrin|beta-Int|β-Int|beta-Integrin|β-Integrin|beta-PS|β-PS|beta-PS-integrin|β-PS-integrin|beta-int|β-int|beta-integrin|β-integrin|beta1|β1|betaInt|βInt|betaPS|betaPS|βPS|betaPS Int|βPS Int|betaPS integrin|βPS integrin|betaPS-Integrin|βPS-Integrin|betaPS-integrin|βPS-integrin|betaPS1|βPS1|beta[[PS]]|β[[PS]]|beta[[PS]]-integrin|β[[PS]]-integrin|beta[[P]]S|β[[P]]S|beta[[mys]]|β[[mys]]|betamys|βmys|integrin beta[[PS]]|integrin β[[PS]]|l(1)7Db|l(1)7Dn|l(1)93p|l(1)968|l(1)DA551|l(1)EM28|l(1)G0233|l(1)G0281|l(1)mys|nj42|olfC
FBgn0004660	l(2)41Ae	lethal (2) 41Ae	41Ae|GroupIV|l(2)C124|l(2)C147|l(2)EMS34-14|l(2)Sp9b|l(2R)34-2|l(2R)A'
FBgn0004662	mbd	mushroom body deranged	MBD|mdb
FBgn0004663	ms(1)10A	male sterile (1) 10A	ms(1)BP6
FBgn0004664	ms(3)HO5A	male sterile (3) HO5A	ms(1)m1|ms(3)m1|ms(3)ml[5A]|ms(3)ml[5A]
FBgn0004665	ms(3)HO5B	male sterile (3) HO5B	ms(3)m2|ms(3)ms2|ms(3)ms2[5A]|ms(3)ms2[5A]
FBgn0004666	sim	single-minded	0483/09|0716/08|0899/14|0953/08|1002/10|1034/02|1050/13|1110/04|1111/10|1330/08|1479/04|CG7771|S8|SIM|Sim|bHLHe16|l(3)87Ea|l(3)E320|l(3)RD|l(3)S8|l(3)s8|schm|shm
FBgn0004668	Bsg99D	Blastoderm-specific transcript 99D	
FBgn0004670	Crown	Crown	Crn
FBgn0004673	dlg2	discs large 2	Dlg|l(1)d.lg.-2
FBgn0004674	dv2	divergent 2	
FBgn0004675	E(A[53g])	Enhancer of abnormal abdomen-53g	E(A)
FBgn0004677	e(fa[swb])	enhancer of facet-strawberry	e(fa[swb])fa[swb]|e(fa[swb])fa[swb]|fa[swb-h]|fa[swb-h]
FBgn0004678	E(lz)	Enhancer of lozenge	
FBgn0004679	Esm	Enhancer of split mimic	
FBgn0004680	fb	fine bristle	
FBgn0004682	grg	giant ring gland	l(1)giant ring gland|l(1)grg
FBgn0004683	Ifm(2)11	Indirect flight muscle (2) 11	
FBgn0004684	ju	jumper	
FBgn0004685	l(1)Mc51	lethal (1) Mc51	
FBgn0004686	mei-I1	meiotic I1	
FBgn0004687	Mlc-c	Myosin light chain cytoplasmic	CG3201|DmMLC_C|ELC|ELC1|MyoII|mlc-c|nmELC
FBgn0004688	pby	pebbly	
FBgn0004689	posterior-cell-blister	posterior cell blister	pcb
FBgn0004690	ptd	parted	
FBgn0004691	rss	reduced scutellars and sternitals	
FBgn0004692	Sgs9	Salivary gland secretion 9	GP5|P5|Sgs
FBgn0004693	Snb	Snowblind	
FBgn0004694	Su(var)2-2	Suppressor of variegation 2-2	Su-var(2)2
FBgn0004696	vt	verticals	
FBgn0004697	wapm	wings apart mimic	
FBgn0004698	Xpc	Xeroderma pigmentosum, complementation group C	CG8153|DhR4|DhXPC|DmXPC|Mus 210|Mus210|XPC[DM]|XPC[DM]|Xpcc|mus(2)201|mus(2)201G1|mus(2)201[GI]|mus(2)201[GI]|mus201[G1]|mus201[G1]|mus210|mus212
FBgn0004701	l(2)56Fb	lethal (2) 56Fb	l(2)12|l(2)56F
FBgn0004702	l(2)56Fd	lethal (2) 56Fd	l(2)56F
FBgn0004703	l(2)56Fe	lethal (2) 56Fe	l(2)56F
FBgn0004704	l(2)56Ff	lethal (2) 56Ff	l(2)56F
FBgn0004705	l(2)56Fg	lethal (2) 56Fg	l(2)56F
FBgn0004719	ads	all discs small	l(3)ds16|l(3)ry100
FBgn0004734	l(3)85Da	lethal (3) 85Da	l(3)85Da-1
FBgn0004735	l(3)85Db	lethal (3) 85Db	
FBgn0004736	l(3)85Dc	lethal (3) 85Dc	
FBgn0004737	l(3)85Dd	lethal (3) 85Dd	
FBgn0004738	l(3)85De	lethal (3) 85De	
FBgn0004739	l(3)85Df	lethal (3) 85Df	
FBgn0004740	l(3)85Dg	lethal (3) 85Dg	
FBgn0004741	l(3)85Dh	lethal (3) 85Dh	
FBgn0004742	l(3)85Di	lethal (3) 85Di	
FBgn0004743	l(3)85Dj	lethal (3) 85Dj	
FBgn0004744	l(3)85Fa	lethal (3) 85Fa	
FBgn0004745	l(3)85Fb	lethal (3) 85Fb	
FBgn0004746	l(3)85Fc	lethal (3) 85Fc	
FBgn0004747	l(3)85Fd	lethal (3) 85Fd	
FBgn0004748	l(3)89Ba	lethal (3) 89Ba	
FBgn0004749	l(3)89Bb	lethal (3) 89Bb	
FBgn0004750	l(3)89Bc	lethal (3) 89Bc	
FBgn0004751	l(3)89Bd	lethal (3) 89Bd	
FBgn0004752	l(3)89Be	lethal (3) 89Be	
FBgn0004753	l(3)89Bf	lethal (3) 89Bf	
FBgn0004754	l(3)89Bg	lethal (3) 89Bg	
